cohort_rank_2026,name,year,net_worth_usd_billions,annual_forbes_rank,country_or_territory,source_of_wealth,industry,original_forbes_name,match_quality,annual_data_source_url,cohort_definition,data_note
110,Harry Triguboff,2021,11.2,195,Australia,real estate,Real Estate,Harry Triguboff,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
110,Harry Triguboff,2022,12.8,145,Australia,real estate,Real Estate,Harry Triguboff,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
110,Harry Triguboff,2023,13.1,137,Australia,Real estate,Real Estate,Harry Triguboff,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
110,Harry Triguboff,2024,16.5,111,Australia,Real estate,Real Estate,Harry Triguboff,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
110,Harry Triguboff,2025,19.1,104,Australia,Real estate,Real Estate,Harry Triguboff,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
110,Harry Triguboff,2026,23.4,110,Australia,,Real Estate,Harry Triguboff,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2012,8.3,109,United States,hedge funds,Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2013,9.3,117,United States,hedge funds,Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2014,11,108,United States,hedge funds,Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2015,11.4,109,United States,hedge funds,Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2016,12.7,72,United States,hedge funds,Finance and Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2017,13,93,United States,hedge funds,Finance and Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2018,14,104,United States,hedge funds,Finance and Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2019,12.9,103,United States,hedge funds,Finance and Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2020,13.9,77,United States,hedge funds,Finance & Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2021,16,120,United States,hedge funds,Finance & Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2022,17.4,96,United States,hedge funds,Finance & Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2023,17.5,96,United States,Hedge funds,Finance & Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2024,19.8,97,United States,Hedge funds,Finance & Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2025,21.3,96,United States,Hedge funds,Finance & Investments,Steve Cohen,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
111,Steve Cohen,2026,23,111,United States,,Finance & Investments,Steve Cohen,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2012,8.3,106,United States,News Corp,Media,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2013,11.2,93,United States,News Corp,Media,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2014,13.5,79,United States,media,Media,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2015,13.9,78,United States,media,Media,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2016,10.6,96,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2017,13.1,91,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2018,15,94,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2019,19.4,52,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2020,14.9,68,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2021,23.5,72,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2022,20.8,76,United States,"newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2023,17.1,99,United States,"Newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2024,19.5,100,United States,"Newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2025,23,87,United States,"Newspapers, TV network",Media & Entertainment,Rupert Murdoch,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
112,Rupert Murdoch & family,2026,22.7,112,United States,,Media & Entertainment,Rupert Murdoch & family,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2012,2.8,430,United States,roofing,Manufacturing,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2013,3.8,360,United States,roofing,Manufacturing,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2014,4.6,325,United States,roofing,Manufacturing,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2015,3.6,491,United States,roofing,Manufacturing,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2016,5.1,267,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2017,3.9,469,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2018,5.5,343,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2019,6.3,258,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2020,6.9,214,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2021,8,310,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2022,10.7,184,United States,roofing,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2023,13.7,131,United States,Building supplies,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2024,20.9,93,United States,Building supplies,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2025,21.9,92,United States,Building supplies,Construction & Engineering,Diane Hendricks,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
113,Diane Hendricks,2026,22.3,113,United States,,Construction & Engineering,Diane Hendricks,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2012,3.2,360,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2013,5,254,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2014,5.6,254,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2015,6.3,229,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2016,7.7,150,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2017,7.5,183,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2018,8.3,183,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2019,8.7,168,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2020,10,136,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2021,8.2,307,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2022,10.7,183,United States,"sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2023,12.9,138,United States,"Sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2024,16.2,115,United States,"Sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2025,18,113,United States,"Sports, real estate",Sports,Stanley Kroenke,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
114,Stanley Kroenke,2026,22.2,114,United States,,Sports,Stanley Kroenke,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2012,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2013,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2014,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2015,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2016,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2017,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2018,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2019,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2020,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2021,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2022,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2023,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2024,9.1,270,United States,Raising Cane's,Food & Beverage,Todd Graves,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2025,9.5,300,United States,Fast food,Food & Beverage,Todd Graves,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
115,Todd Graves,2026,22,115,United States,,Food & Beverage,Todd Graves,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2012,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2013,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2014,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2015,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2016,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2017,,,,,,,,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2018,2.2,1140,United States,used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2019,3.2,706,United States,used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2020,2.4,901,United States,used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2021,15.9,122,United States,used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2022,8.6,249,United States,used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2023,3,1009,United States,Used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2024,8.9,284,United States,Used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2025,14.9,146,United States,Used cars,Automotive,"Ernest Garcia, II.",exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Ernest Garcia II,2026,21.5,116,United States,,Automotive,Ernest Garcia II,2026_article,https://www.forbes.com/sites/chasewithorn/2026/03/10/forbes-worlds-billionaires-list-2026-the-top-200/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2012,1.9,684,China,Automobile,Manufacturing,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2013,2.3,642,China,"batteries, autos",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2014,4.3,346,China,"batteries, autos",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2015,3.9,435,China,"batteries, autos",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2016,4.4,338,China,"batteries, autos",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2017,4.2,415,China,"batteries, automobiles",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2018,5.2,372,China,"batteries, automobiles",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2019,4.3,454,China,"batteries, automobiles",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2020,4.4,401,China,"batteries, automobiles",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2021,16.3,118,China,"batteries, automobiles",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
116,Wang Chuanfu,2022,19.5,83,China,"batteries, automobiles",Automotive,Wang Chuanfu,exact_normalized,https://www.forbes.com/billionaires/,"Top 200 on Forbes World's Billionaires annual list 2026; values as of March 1, 2026",Blank means no verified annual Forbes record was matched; no estimate was inserted.
